date,weekday,selection,rank,market,relative_best_hall,predicted_mean,adjusted_edge,utility_edge,travel_minutes,travel_penalty,confidence,reason,risk_flags,shibuya_pick,shibuya_rank,toyoko_pick,toyoko_rank,mizonokuchi_pick,mizonokuchi_rank,fukutoshin_pick,fukutoshin_rank,ikegami_pick,ikegami_rank,kamata_pick,kamata_rank,keikyu_pick,keikyu_rank,ooimachi_pick,ooimachi_rank,yokohama_pick,yokohama_rank,tsurumi_pick,tsurumi_rank,kawasaki_pick,kawasaki_rank,center_minami_pick,center_minami_rank,kashimada_pick,kashimada_rank
2027-04-04,日,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,185.2,135.2,127.2,18,8.0,0.163,ゾロ目,"[""日曜""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-05,月,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,213.2,163.2,151.2,22,12.0,0.2273,5日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-06,火,見送り,NO BET,副都心線北上,マルハン新宿東宝ビル店,123.1,73.1,45.1,38,28.0,0.3086,6のつく日・補助,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-07,水,見送り,NO BET,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.2643,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-08,木,見送り,NO BET,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.1439,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-09,金,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.2697,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-10,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.2473,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-11,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,184.8,134.8,122.8,22,12.0,0.2216,11日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-12,月,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.3379,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-13,火,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.3365,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-14,水,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.2567,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-15,木,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.3337,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-16,金,見送り,NO BET,副都心線北上,マルハン新宿東宝ビル店,123.1,73.1,45.1,38,28.0,0.296,6のつく日・補助,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-17,土,見送り,NO BET,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.2535,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-18,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.2221,本館閉店後の日曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-19,月,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.2587,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-20,火,見送り,NO BET,池上線,BIGディッパー戸越銀座店,169.6,119.6,111.6,18,8.0,0.2321,1日・20日（絶対水準）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-21,水,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,431.4,381.4,353.4,38,28.0,0.1876,21日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-22,木,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,189.1,139.1,111.1,38,28.0,0.1868,22日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-23,金,見送り,NO BET,副都心線北上,マルハン新宿東宝ビル店,158.5,108.5,80.5,38,28.0,0.2108,23日・やばたにえん,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-24,土,見送り,NO BET,副都心線北上,マルハン新宿東宝ビル店,294.8,244.8,216.8,38,28.0,0.0954,周年4/24,"[""土曜""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-25,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.2157,本館閉店後の日曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-26,月,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,338.0,288.0,260.0,38,28.0,0.0694,周年4/26,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-27,火,見送り,NO BET,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.2432,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-28,水,見送り,NO BET,渋谷,楽園渋谷道玄坂店,232.5,182.5,169.5,23,13.0,0.1631,28日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-29,木,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.2482,9のつく日（絶対水準B）,"[""祝日"", ""ゴールデンウィーク""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-04-30,金,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,271.0,221.0,213.0,18,8.0,0.1807,30日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-01,土,見送り,NO BET,池上線,BIGディッパー戸越銀座店,169.6,119.6,111.6,18,8.0,0.2217,1日・20日（絶対水準）,"[""ゴールデンウィーク""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-02,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.2095,本館閉店後の日曜,"[""ゴールデンウィーク""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-03,月,見送り,NO BET,センター南,ジアスセンター南,99.8,99.8,66.8,43,33.0,0.027,周年5月3日（単年B・接近後追試）,"[""祝日"", ""ゴールデンウィーク""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-04,火,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.2362,4のつく日,"[""祝日"", ""ゴールデンウィーク""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-05,水,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,185.2,135.2,127.2,18,8.0,0.1433,ゾロ目,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-06,木,見送り,NO BET,副都心線北上,マルハン新宿東宝ビル店,123.1,73.1,45.1,38,28.0,0.2724,6のつく日・補助,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-07,金,見送り,NO BET,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.2333,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-08,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.2201,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-09,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.2035,本館閉店後の日曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-10,月,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.3007,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-11,火,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,184.8,134.8,122.8,22,12.0,0.1956,11日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-12,水,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.2982,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-13,木,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.2969,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-14,金,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.2266,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-15,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.2138,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-16,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.1976,本館閉店後の日曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-17,月,見送り,NO BET,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.2237,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-18,火,見送り,NO BET,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.1218,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-19,水,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.2283,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-20,木,見送り,NO BET,池上線,BIGディッパー戸越銀座店,169.6,119.6,111.6,18,8.0,0.2048,1日・20日（絶対水準）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-21,金,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,431.4,381.4,353.4,38,28.0,0.1655,21日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-22,土,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,189.1,139.1,111.1,38,28.0,0.1649,22日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-23,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.192,本館閉店後の日曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-24,月,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.2173,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-25,火,見送り,NO BET,鶴見,マルハン鶴見店,123.7,123.7,88.7,45,35.0,0.0403,周年5/25,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-26,水,見送り,NO BET,副都心線北上,マルハン池袋 SLOT BASE,213.7,163.7,135.7,38,28.0,0.1531,26日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-27,木,見送り,NO BET,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.2146,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-28,金,見送り,NO BET,渋谷,楽園渋谷道玄坂店,232.5,182.5,169.5,23,13.0,0.144,28日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-29,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.2016,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-30,日,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,271.0,221.0,213.0,18,8.0,0.1595,30日,"[""日曜""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-05-31,月,見送り,NO BET,副都心線北上,マルハン新宿東宝ビル店,239.1,189.1,161.1,38,28.0,0.14,31日・隠れ看板,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-01,火,見送り,NO BET,池上線,BIGディッパー戸越銀座店,169.6,119.6,111.6,18,8.0,0.1948,1日・20日（絶対水準）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-02,水,見送り,NO BET,鹿島田,アサヒ2鹿島田店,136.6,136.6,112.6,34,24.0,0.1256,毎月2日・現行運用パッケージ,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-03,木,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.272,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-04,金,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.2076,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-05,土,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,213.2,163.2,151.2,22,12.0,0.1763,5日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-06,日,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,185.2,135.2,127.2,18,8.0,0.1254,ゾロ目,"[""日曜""]",見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-07,月,見送り,NO BET,副都心線北上,YASUDA7（東池袋7号店）,213.7,163.7,135.7,38,28.0,0.205,7のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-08,火,見送り,NO BET,川崎,ベルシティザシティ川崎店,77.0,77.0,49.0,38,28.0,0.1116,平日の8のつく日・直近上昇レジーム,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-09,水,見送り,NO BET,池上線,BIGディッパー戸越銀座店,92.9,42.9,34.9,18,8.0,0.2092,9のつく日（絶対水準B）,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-10,木,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,91.0,41.0,33.0,18,8.0,0.2642,通常ベース,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-11,金,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,184.8,134.8,122.8,22,12.0,0.1719,11日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-12,土,見送り,NO BET,蒲田,マルハンメガシティ2000蒲田7,159.8,109.8,101.8,18,8.0,0.1902,土曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-13,日,見送り,NO BET,渋谷,エスパス日拓渋谷駅前新館,217.1,167.1,155.1,22,12.0,0.1759,本館閉店後の日曜,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
2027-06-14,月,見送り,NO BET,京急線,みとや大森町店,163.0,113.0,75.0,48,38.0,0.1991,4のつく日,[],見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET,見送り,NO BET
