hall_id,result_date,machine_key,machine_name,units,avg_diff,avg_games,winning_units,total_units,selected_flag,source_name
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_405bd1d670dc,スマスロ新鬼武者3,6,-220.896,6136.0,2,6,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_08fe3e1d242c,アレックス ブライト,2,-285.825,3811.0,1,2,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_7e26b36032cf,Lパチスロからくりサーカス,8,-300.192,6254.0,3,8,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_2191462ac6f1,沖ドキ！ＧＯＬＤ,3,-555.66,2646.0,2,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_cab3a5bec9d2,スマート沖スロ ニューキングハナハナV,4,-678.348,5139.0,1,4,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_38072bb33343,スマスロ 沖ドキ!DUO アンコール,4,-988.35,5990.0,1,4,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_b07025d61a6a,L主役は銭形5,3,-1019.904,5312.0,1,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_bf3b322af827,L少女☆歌劇 レヴュースタァライト -The SLOT-,3,-1322.739,4741.0,1,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_32f834ae3e07,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,2,-1579.878,5163.0,0,2,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_c7bcbf5cb320,L戦国乙女４　戦乱に閃く炯眼の軍師,4,-1691.541,6481.0,1,4,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_c357f9098fb5,スマスロ モンスターハンターライズ,11,-1721.862,5627.0,2,11,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_33f9d50dd892,いざ！番長,5,-1864.269,6277.0,0,5,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_8b923f6423ea,スマスロ 東京リベンジャーズ,5,-1874.592,6792.0,1,5,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_42a06de3cf8f,L不二子BT,2,-2218.89,3998.0,0,2,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_3e5bf1d252af,Lアズールレーン THE ANIMATION,3,-2515.968,7488.0,0,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_50a2cfbc9023,吉宗,3,-2626.668,6534.0,1,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_03e02a1ae935,L ToLOVEるダークネス,1,14513.0,4423.0,1,1,1,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_b862da58d139,スマスロ ゴールデンカムイ,1,8469.0,8442.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_76e578be9b34,スマスロ 七つの魔剣が支配する,1,8156.0,6987.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_89fcbd76162e,Lソードアート・オンライン,1,7562.0,7306.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_22a915970d34,L麻雀物語,1,5979.0,8417.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_15ddeac842fa,スマスロ頭文字D 2nd,1,4854.0,8902.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_fffb49db4126,Lゴブリンスレイヤー,1,3813.0,6220.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_a6e8ff733416,パチスロ　甲鉄城のカバネリ,1,1968.0,5433.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_8bf2967c530b,桃太郎電鉄～パチスロも定番！～,1,1063.0,5568.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_d1a01234769d,パチスロ ガメラ2,1,1014.0,3251.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_15f14cf7e4b3,この素晴らしい世界に祝福を！,1,823.0,8156.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_5debe0c14793,Lパチスロ シン・エヴァンゲリオン,1,528.0,4029.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_8c585518687b,スロット ゾンビランドサガ,1,445.0,5162.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_c34e2ca3ed84,SHAKE BONUS TRIGGER,1,354.0,6674.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_1afe2c7bd5f9,スマスロとある科学の超電磁砲2,1,334.0,6232.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_a7b3a1e2ea17,LBパチスロ ヱヴァンゲリヲン～約束の扉～,1,281.0,5609.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_037bd8301ef4,Lパチスロ戦姫絶唱シンフォギア 正義の歌,1,73.0,5892.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_dbfb64466acc,Lバンドリ！,1,0.0,4639.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_aaaef81eb9ae,パチスロハイパーラッシュ,1,-133.98,4466.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_7d0342a866c3,スマスロ真・北斗無双,1,-524.736,7288.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_bc74e00b1d48,回胴式遊技機グランベルム,1,-556.101,4753.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_e06b7e30b261,押忍！番長4,1,-594.168,2606.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_5e50852a946c,スマスロ コードギアス 反逆のルルーシュ 復活のルルーシュ,1,-669.405,4057.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_a5d12ebaef25,L ＨＥＹ！エリートサラリーマン鏡,1,-666.705,3419.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_4c551f2439e2,Lダーリン・イン・ザ・フランキス,1,-745.56,6213.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_ad62ce614a62,スマスロ シャーマンキング,1,-784.062,6078.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_3bb83cb1e851,L南国育ち,1,-808.35,3170.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_c3ff52b60e0a,Lゴジラ対エヴァンゲリオン,1,-840.42,6090.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_2a2499e2457c,L絶対衝激IV,1,-1145.016,5022.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_e8fb52c073c7,Lスマスロとある魔術の禁書目録,1,-1193.832,5527.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_1dd95151f4e3,スマスロ ストライク・ザ・ブラッド,1,-1190.16,3420.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_115eaa74c1e2,L D4DJ Pachi-Slot Mix,1,-1271.085,4195.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_2a92b733d609,Lラブ嬢3～Wご指名はいかがですか?～,1,-1280.265,4795.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_b8f8f5123195,L真・一騎当千,1,-1717.8,5726.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_7d9aa634227c,Lストライクウィッチーズ2,1,-1805.349,6613.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_f4c902d74484,新ハナビ,1,-2311.437,5171.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_73cc31df75a7,パチスロ わたしの幸せな結婚,1,-2391.786,2986.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_52d34c20da12,Lスマスロ転生したらスライムだった件,1,-2458.404,5356.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_d1bb7a1148a5,Lルパン三世 大航海者の秘宝,1,-2470.374,3866.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_ca95609452a2,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,1,-2557.14,3706.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_4cda82bc2a80,L咲-Saki-頂上決戦,1,-2725.125,4225.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_bfd8976c1ec0,Lパチスロ閃乱カグラ2 SHINOVI MASTER,1,-2749.488,2744.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_8fa72663acd9,押忍！番長ＺＥＲＯ,1,-2853.297,3291.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-25,bd_9a7d3d5aec4e,Lマジカルハロウィン8,1,-3278.394,7434.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_1c14e9616969,Lパチスロ炎炎ノ消防隊,4,5483.0,7370.0,2,4,1,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_3e5bf1d252af,Lアズールレーン THE ANIMATION,3,4948.0,8172.0,2,3,1,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_2f348fd96f01,プリズムナナ,2,2459.0,6211.0,2,2,1,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_c7bcbf5cb320,L戦国乙女４　戦乱に閃く炯眼の軍師,4,2333.0,5771.0,3,4,1,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_1f8fe88f89c3,Lパチスロ革命機ヴァルヴレイヴ2,8,2327.0,6798.0,3,8,1,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_525f9a64b6b1,スマスロ スーパーブラックジャック,6,1945.0,2222.0,2,6,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_3302850d31e9,スマスロ鉄拳6,3,1628.0,6625.0,2,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_2191462ac6f1,沖ドキ！ＧＯＬＤ,3,1564.0,5342.0,2,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_33f9d50dd892,いざ！番長,5,1299.0,4687.0,2,5,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_7e26b36032cf,Lパチスロからくりサーカス,8,1198.0,5286.0,4,8,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_1bff968a5780,スマスロ北斗の拳 転生の章2,15,1096.0,8710.0,7,15,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_cab3a5bec9d2,スマート沖スロ ニューキングハナハナV,4,1086.0,5958.0,2,4,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_1cc232ca638d,Lパチスロ かぐや様は告らせたい,8,956.0,2913.0,3,8,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_3fbc8dc4c452,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,6,808.0,6507.0,3,6,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_07bc149e50ab,スマスロ化物語,5,446.0,6481.0,3,5,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_b07025d61a6a,L主役は銭形5,3,392.0,4884.0,2,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_08fe3e1d242c,アレックス ブライト,2,366.0,2845.0,1,2,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_5eff32fe9200,Lパチスロガールズ＆パンツァー 最終章,7,308.0,1036.0,3,7,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_405bd1d670dc,スマスロ新鬼武者3,6,165.0,3092.0,2,6,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_a47d8992311f,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,12,103.0,2726.0,3,12,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_85d00996a1a4,ネオアイムジャグラーEX,3,91.0,2606.0,2,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_9f723e33636b,マイジャグラーV,31,-74.844,3564.0,13,31,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_f3801beab749,スマスロネオプラネット,2,-106.62,1777.0,1,2,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_e4dc23c0c987,L東京喰種,7,-134.505,6405.0,4,7,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_ccda539048be,スマスロ デビルメイクライ5 スタイリッシュトライブ,4,-132.18,2203.0,1,4,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_d291f4e464f6,スマスロ ゴッドイーター リザレクション,11,-252.576,2631.0,3,11,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_a64798a79af5,ゴーゴージャグラー３,7,-338.13,3757.0,3,7,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_42a06de3cf8f,L不二子BT,2,-373.05,4145.0,0,2,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_32f834ae3e07,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,2,-438.144,1304.0,0,2,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_0ee758a2996c,ウルトラミラクルジャグラー,5,-455.85,3039.0,0,5,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_d2555de17260,ミスタージャグラー,4,-475.524,2516.0,0,4,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_c357f9098fb5,スマスロ モンスターハンターライズ,11,-589.992,3224.0,4,11,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_38072bb33343,スマスロ 沖ドキ!DUO アンコール,4,-607.905,4503.0,2,4,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_e8b8281bb659,スマスロモンキーターンV,11,-625.86,1710.0,1,11,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_e564631a7f3c,A-SLOT+ ディスクアップ ULTRAREMIX,3,-819.963,5157.0,1,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_bf3b322af827,L少女☆歌劇 レヴュースタァライト -The SLOT-,3,-842.52,4130.0,1,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_fa7ec51ad325,スマスロ秘宝伝,3,-862.488,2904.0,1,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_50a2cfbc9023,吉宗,3,-958.203,4629.0,1,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_8b923f6423ea,スマスロ 東京リベンジャーズ,5,-1089.312,3242.0,1,5,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_4c189a0cb278,ファンキージャグラー２ＫＴ,3,-1242.36,2856.0,0,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_e6b8b4696642,L ToLOVEるダークネス TRANCE ver.8.7,3,-1292.064,5008.0,0,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_c45097e5509b,Lスマスロ北斗の拳,4,-1494.504,3366.0,0,4,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_7271c1c787a8,Lパチスロ革命機ヴァルヴレイヴ,4,-2257.65,4350.0,1,4,1,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_2a92b733d609,Lラブ嬢3～Wご指名はいかがですか?～,1,6209.0,7088.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_5e50852a946c,スマスロ コードギアス 反逆のルルーシュ 復活のルルーシュ,1,5146.0,6367.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_b862da58d139,スマスロ ゴールデンカムイ,1,4709.0,4319.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_15f14cf7e4b3,この素晴らしい世界に祝福を！,1,4229.0,9138.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_c3ff52b60e0a,Lゴジラ対エヴァンゲリオン,1,3653.0,3237.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_ca95609452a2,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,1,2666.0,6867.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_5debe0c14793,Lパチスロ シン・エヴァンゲリオン,1,1750.0,3848.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_03e02a1ae935,L ToLOVEるダークネス,1,1531.0,3363.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_d1a01234769d,パチスロ ガメラ2,1,1063.0,2964.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_c34e2ca3ed84,SHAKE BONUS TRIGGER,1,724.0,3871.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_22a915970d34,L麻雀物語,1,526.0,1232.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_4c551f2439e2,Lダーリン・イン・ザ・フランキス,1,343.0,1214.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_f4c902d74484,新ハナビ,1,286.0,3453.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_e8fb52c073c7,Lスマスロとある魔術の禁書目録,1,125.0,3617.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_037bd8301ef4,Lパチスロ戦姫絶唱シンフォギア 正義の歌,1,15.0,577.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_115eaa74c1e2,L D4DJ Pachi-Slot Mix,1,-118.08,820.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_a6e8ff733416,パチスロ　甲鉄城のカバネリ,1,-136.8,4560.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_73cc31df75a7,パチスロ わたしの幸せな結婚,1,-269.55,1198.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_aaaef81eb9ae,パチスロハイパーラッシュ,1,-521.664,832.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_7d0342a866c3,スマスロ真・北斗無双,1,-621.504,2656.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_7d9aa634227c,Lストライクウィッチーズ2,1,-677.646,1602.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_a7b3a1e2ea17,LBパチスロ ヱヴァンゲリヲン～約束の扉～,1,-682.212,818.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_4cda82bc2a80,L咲-Saki-頂上決戦,1,-693.132,979.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_9a7d3d5aec4e,Lマジカルハロウィン8,1,-770.868,1127.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_dbfb64466acc,Lバンドリ！,1,-863.526,3347.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_8bf2967c530b,桃太郎電鉄～パチスロも定番！～,1,-908.88,2705.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_bc74e00b1d48,回胴式遊技機グランベルム,1,-946.998,2698.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_8c585518687b,スロット ゾンビランドサガ,1,-1093.239,777.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_8fa72663acd9,押忍！番長ＺＥＲＯ,1,-1167.372,2402.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_d1bb7a1148a5,Lルパン三世 大航海者の秘宝,1,-1229.73,1145.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_bfd8976c1ec0,Lパチスロ閃乱カグラ2 SHINOVI MASTER,1,-1259.244,1596.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_89fcbd76162e,Lソードアート・オンライン,1,-1514.016,3004.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_b8f8f5123195,L真・一騎当千,1,-1616.013,4767.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_e06b7e30b261,押忍！番長4,1,-1669.044,3292.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_1dd95151f4e3,スマスロ ストライク・ザ・ブラッド,1,-1669.356,2378.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_3bb83cb1e851,L南国育ち,1,-1878.375,5009.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_52d34c20da12,Lスマスロ転生したらスライムだった件,1,-1999.218,4693.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_15ddeac842fa,スマスロ頭文字D 2nd,1,-2338.164,3642.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_a5d12ebaef25,L ＨＥＹ！エリートサラリーマン鏡,1,-2586.72,5389.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_fffb49db4126,Lゴブリンスレイヤー,1,-2855.064,2696.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_76e578be9b34,スマスロ 七つの魔剣が支配する,1,-3191.727,3157.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_ad62ce614a62,スマスロ シャーマンキング,1,-3411.474,4477.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_1afe2c7bd5f9,スマスロとある科学の超電磁砲2,1,-3441.906,4903.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-26,bd_2a2499e2457c,L絶対衝激IV,1,-5743.452,6694.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_1bff968a5780,スマスロ北斗の拳 転生の章2,15,3628.0,9032.0,11,15,1,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_1c14e9616969,Lパチスロ炎炎ノ消防隊,4,3531.0,6192.0,2,4,1,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_e6b8b4696642,L ToLOVEるダークネス TRANCE ver.8.7,3,3394.0,8053.0,3,3,1,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_bf3b322af827,L少女☆歌劇 レヴュースタァライト -The SLOT-,3,1060.0,3697.0,2,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_e4dc23c0c987,L東京喰種,7,1042.0,7609.0,4,7,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_d2555de17260,ミスタージャグラー,4,830.0,7601.0,2,4,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_8b923f6423ea,スマスロ 東京リベンジャーズ,5,790.0,7995.0,2,5,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_7e26b36032cf,Lパチスロからくりサーカス,8,666.0,3386.0,4,8,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_a47d8992311f,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,12,666.0,3307.0,5,12,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_e8b8281bb659,スマスロモンキーターンV,11,632.0,2999.0,6,11,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_3fbc8dc4c452,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,6,404.0,4563.0,2,6,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_a64798a79af5,ゴーゴージャグラー３,7,379.0,4676.0,4,7,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_525f9a64b6b1,スマスロ スーパーブラックジャック,6,344.0,3432.0,2,6,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_85d00996a1a4,ネオアイムジャグラーEX,3,326.0,3433.0,1,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_1cc232ca638d,Lパチスロ かぐや様は告らせたい,8,198.0,4351.0,3,8,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_42a06de3cf8f,L不二子BT,2,161.0,2796.0,1,2,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2026-01-27,bd_5eff32fe9200,Lパチスロガールズ＆パンツァー 最終章,7,131.0,3392.0,2,7,0,min-repo_machine_detail
