hall_id,result_date,machine_key,machine_name,units,avg_diff,avg_games,winning_units,total_units,selected_flag,source_name
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_f3801beab749,スマスロネオプラネット,2,-692.475,6595.0,1,2,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_a64798a79af5,ゴーゴージャグラー３,6,-710.112,2276.0,0,6,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_e8b8281bb659,スマスロモンキーターンV,11,-789.264,2088.0,2,11,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_a7b3a1e2ea17,LBパチスロ ヱヴァンゲリヲン～約束の扉～,2,-876.174,1222.0,0,2,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_4c551f2439e2,Lダーリン・イン・ザ・フランキス,4,-912.168,1854.0,1,4,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_d291f4e464f6,スマスロ ゴッドイーター リザレクション,11,-952.2,2645.0,2,11,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_1cc232ca638d,Lパチスロ かぐや様は告らせたい,10,-984.492,2668.0,2,10,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_ccda539048be,スマスロ デビルメイクライ5 スタイリッシュトライブ,5,-1096.281,2137.0,0,5,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_5eff32fe9200,Lパチスロガールズ＆パンツァー 最終章,7,-1129.14,2214.0,0,7,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_32f834ae3e07,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,2,-1289.301,2543.0,0,2,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_525f9a64b6b1,スマスロ スーパーブラックジャック,7,-1419.0,1892.0,1,7,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_e6b8b4696642,L ToLOVEるダークネス TRANCE ver.8.7,3,-1537.596,3714.0,1,3,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_c357f9098fb5,スマスロ モンスターハンターライズ,11,-1706.736,4588.0,2,11,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_1f8fe88f89c3,Lパチスロ革命機ヴァルヴレイヴ2,8,-3177.108,8023.0,1,8,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_73cc31df75a7,パチスロ わたしの幸せな結婚,1,6062.0,3059.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_8c585518687b,スロット ゾンビランドサガ,1,5334.0,5305.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_2a92b733d609,Lラブ嬢3～Wご指名はいかがですか?～,1,4014.0,8270.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_52d34c20da12,Lスマスロ転生したらスライムだった件,1,2989.0,8602.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_4cda82bc2a80,L咲-Saki-頂上決戦,1,1695.0,2368.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_7fb9cd764690,てぃだどんどん,1,1653.0,1354.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_f4c902d74484,新ハナビ,1,868.0,6643.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_c34e2ca3ed84,SHAKE BONUS TRIGGER,1,791.0,5260.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_aaaef81eb9ae,パチスロハイパーラッシュ,1,724.0,3481.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_2a2499e2457c,L絶対衝激IV,1,708.0,4121.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_d1a01234769d,パチスロ ガメラ2,1,474.0,1595.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_c3ff52b60e0a,Lゴジラ対エヴァンゲリオン,1,427.0,5398.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_15ddeac842fa,スマスロ頭文字D 2nd,1,312.0,5001.0,1,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_5e50852a946c,スマスロ コードギアス 反逆のルルーシュ 復活のルルーシュ,1,-113.34,7556.0,0,1,0,min-repo_machine_detail
ikegami_big_dipper_togoshi_ginza,2025-12-01,bd_fffb49db4126,Lゴブリンスレイヤー,1,-229.104,344.0,0,1,0,min-repo_machine_detail
