hall_id,result_date,avg_diff,avg_games,source_name
kamata_maruhan_mega1,2024-10-02,-30,2384,slorepo
kamata_maruhan_mega1,2024-10-03,275,5149,slorepo
kamata_maruhan_mega1,2024-10-04,-18,3586,slorepo
kamata_maruhan_mega1,2024-10-05,42,5573,slorepo
kamata_maruhan_mega1,2024-10-06,-235,4507,slorepo
kamata_maruhan_mega1,2024-10-07,306,5124,slorepo
kamata_maruhan_mega1,2024-10-08,73,3401,slorepo
kamata_maruhan_mega1,2024-10-09,25,3140,slorepo
kamata_maruhan_mega1,2024-10-10,319,5151,slorepo
kamata_maruhan_mega1,2024-10-11,168,4440,slorepo
kamata_maruhan_mega1,2024-10-12,42,5625,slorepo
kamata_maruhan_mega1,2024-10-13,365,5626,slorepo
kamata_maruhan_mega1,2024-10-14,-478,3944,slorepo
kamata_maruhan_mega1,2024-10-15,-81,2633,slorepo
kamata_maruhan_mega1,2024-10-18,-27,2232,slorepo
kamata_maruhan_mega1,2024-10-19,122,5201,slorepo
kamata_maruhan_mega1,2024-10-20,-152,3874,slorepo
kamata_maruhan_mega1,2024-10-23,-65,2710,slorepo
kamata_maruhan_mega1,2024-10-24,-154,2260,slorepo
kamata_maruhan_mega1,2024-10-25,-201,3262,slorepo
kamata_maruhan_mega1,2024-10-26,275,5722,slorepo
kamata_maruhan_mega1,2024-10-27,102,5598,slorepo
kamata_maruhan_mega1,2024-10-28,32,2505,slorepo
kamata_maruhan_mega1,2024-10-29,-47,2046,slorepo
kamata_maruhan_mega1,2024-10-30,262,4911,slorepo
kamata_maruhan_mega1,2024-10-31,-143,2342,slorepo
kamata_maruhan_mega1,2024-11-01,-108,5329,slorepo
kamata_maruhan_mega1,2024-11-02,-105,5355,slorepo
kamata_maruhan_mega1,2024-11-03,586,5927,slorepo
kamata_maruhan_mega1,2024-11-04,27,4831,slorepo
kamata_maruhan_mega1,2024-11-05,-82,2872,slorepo
kamata_maruhan_mega1,2024-11-06,-108,3042,slorepo
kamata_maruhan_mega1,2024-11-07,224,5098,slorepo
kamata_maruhan_mega1,2024-11-08,27,2927,slorepo
kamata_maruhan_mega1,2024-11-09,151,5551,slorepo
kamata_maruhan_mega1,2024-11-10,480,5612,slorepo
kamata_maruhan_mega1,2024-11-11,397,5423,slorepo
kamata_maruhan_mega1,2024-11-12,-92,2116,slorepo
kamata_maruhan_mega1,2024-11-13,194,4570,slorepo
kamata_maruhan_mega1,2024-11-14,-183,2099,slorepo
kamata_maruhan_mega1,2024-11-15,-194,2643,slorepo
kamata_maruhan_mega1,2024-11-16,93,5521,slorepo
kamata_maruhan_mega1,2024-11-17,217,5793,slorepo
kamata_maruhan_mega1,2024-11-18,-159,2046,slorepo
kamata_maruhan_mega1,2024-11-19,-34,1952,slorepo
kamata_maruhan_mega1,2024-11-20,-104,2171,slorepo
kamata_maruhan_mega1,2024-11-21,-48,1992,slorepo
kamata_maruhan_mega1,2024-11-22,263,4988,slorepo
kamata_maruhan_mega1,2024-11-23,319,4945,slorepo
kamata_maruhan_mega1,2024-11-24,-344,2956,slorepo
kamata_maruhan_mega1,2024-11-25,-69,2920,slorepo
kamata_maruhan_mega1,2024-11-26,-159,1978,slorepo
kamata_maruhan_mega1,2024-11-27,267,5183,slorepo
kamata_maruhan_mega1,2024-11-28,-175,2212,slorepo
kamata_maruhan_mega1,2024-11-29,-223,2285,slorepo
kamata_maruhan_mega1,2024-11-30,208,5533,slorepo
kamata_maruhan_mega1,2024-12-01,194,5128,slorepo
kamata_maruhan_mega1,2024-12-02,-150,2061,slorepo
kamata_maruhan_mega1,2024-12-03,200,4571,slorepo
kamata_maruhan_mega1,2024-12-04,123,3018,slorepo
kamata_maruhan_mega1,2024-12-05,25,2862,slorepo
kamata_maruhan_mega1,2024-12-06,-90,2706,slorepo
kamata_maruhan_mega1,2024-12-07,-183,5610,slorepo
kamata_maruhan_mega1,2024-12-08,-17,3984,slorepo
kamata_maruhan_mega1,2024-12-09,-96,2877,slorepo
kamata_maruhan_mega1,2024-12-10,71,5039,slorepo
kamata_maruhan_mega1,2024-12-11,129,4392,slorepo
kamata_maruhan_mega1,2024-12-12,193,4357,slorepo
kamata_maruhan_mega1,2024-12-13,166,4323,slorepo
kamata_maruhan_mega1,2024-12-14,-50,5266,slorepo
kamata_maruhan_mega1,2024-12-15,-139,3305,slorepo
kamata_maruhan_mega1,2024-12-16,690,4972,slorepo
kamata_maruhan_mega1,2024-12-17,359,5204,slorepo
kamata_maruhan_mega1,2024-12-19,710,5176,slorepo
kamata_maruhan_mega1,2024-12-20,33,3068,slorepo
kamata_maruhan_mega1,2024-12-21,-47,5275,slorepo
kamata_maruhan_mega1,2024-12-22,176,5556,slorepo
kamata_maruhan_mega1,2024-12-23,-41,2602,slorepo
kamata_maruhan_mega1,2024-12-24,-8,2118,slorepo
kamata_maruhan_mega1,2024-12-25,38,3222,slorepo
kamata_maruhan_mega1,2024-12-26,-75,2454,slorepo
kamata_maruhan_mega1,2024-12-27,105,5645,slorepo
kamata_maruhan_mega1,2024-12-28,197,5216,slorepo
kamata_maruhan_mega1,2024-12-29,-118,3630,slorepo
kamata_maruhan_mega1,2024-12-30,215,5428,slorepo
kamata_maruhan_mega1,2024-12-31,-115,2587,slorepo
kamata_maruhan_mega1,2025-01-01,750,4007,slorepo
kamata_maruhan_mega1,2025-01-02,-188,3751,slorepo
kamata_maruhan_mega1,2025-01-03,144,5906,slorepo
kamata_maruhan_mega1,2025-01-04,194,5476,slorepo
kamata_maruhan_mega1,2025-01-05,-163,4322,slorepo
kamata_maruhan_mega1,2025-01-06,51,2646,slorepo
kamata_maruhan_mega1,2025-01-07,220,5474,slorepo
kamata_maruhan_mega1,2025-01-08,88,3096,slorepo
kamata_maruhan_mega1,2025-01-09,-33,2863,slorepo
kamata_maruhan_mega1,2025-01-10,-13,5316,slorepo
kamata_maruhan_mega1,2025-01-11,364,5963,slorepo
kamata_maruhan_mega1,2025-01-12,-190,3410,slorepo
kamata_maruhan_mega1,2025-01-13,69,5597,slorepo
kamata_maruhan_mega1,2025-01-14,-40,2241,slorepo
kamata_maruhan_mega1,2025-01-15,-14,2488,slorepo
kamata_maruhan_mega1,2025-01-16,-79,1961,slorepo
kamata_maruhan_mega1,2025-01-17,238,5168,slorepo
kamata_maruhan_mega1,2025-01-18,358,5793,slorepo
kamata_maruhan_mega1,2025-01-19,-451,3402,slorepo
kamata_maruhan_mega1,2025-01-20,-68,2354,slorepo
kamata_maruhan_mega1,2025-01-21,78,4107,slorepo
kamata_maruhan_mega1,2025-01-22,69,4761,slorepo
kamata_maruhan_mega1,2025-01-23,-34,2608,slorepo
kamata_maruhan_mega1,2025-01-24,-209,2266,slorepo
kamata_maruhan_mega1,2025-01-25,344,5627,slorepo
kamata_maruhan_mega1,2025-01-26,-240,3494,slorepo
kamata_maruhan_mega1,2025-01-27,261,5083,slorepo
kamata_maruhan_mega1,2025-01-28,-39,2399,slorepo
kamata_maruhan_mega1,2025-01-29,-26,2278,slorepo
kamata_maruhan_mega1,2025-01-30,99,4904,slorepo
kamata_maruhan_mega1,2025-01-31,394,3789,slorepo
kamata_maruhan_mega1,2025-02-01,-10,5714,slorepo
kamata_maruhan_mega1,2025-02-02,179,5387,slorepo
kamata_maruhan_mega1,2025-02-03,-63,4775,slorepo
kamata_maruhan_mega1,2025-02-04,-2,3013,slorepo
kamata_maruhan_mega1,2025-02-05,-88,3351,slorepo
kamata_maruhan_mega1,2025-02-06,21,2913,slorepo
kamata_maruhan_mega1,2025-02-07,396,5752,slorepo
kamata_maruhan_mega1,2025-02-08,123,5272,slorepo
kamata_maruhan_mega1,2025-02-09,98,4152,slorepo
kamata_maruhan_mega1,2025-02-10,441,5649,slorepo
kamata_maruhan_mega1,2025-02-11,497,5799,slorepo
kamata_maruhan_mega1,2025-02-12,-270,2456,slorepo
kamata_maruhan_mega1,2025-02-13,279,4316,slorepo
kamata_maruhan_mega1,2025-02-14,-218,2590,slorepo
kamata_maruhan_mega1,2025-02-15,156,5546,slorepo
kamata_maruhan_mega1,2025-02-16,31,5195,slorepo
kamata_maruhan_mega1,2025-02-17,-1,4976,slorepo
kamata_maruhan_mega1,2025-02-18,-47,2268,slorepo
kamata_maruhan_mega1,2025-02-19,-63,2370,slorepo
kamata_maruhan_mega1,2025-02-20,-127,2169,slorepo
kamata_maruhan_mega1,2025-02-21,150,4041,slorepo
kamata_maruhan_mega1,2025-02-22,300,5721,slorepo
kamata_maruhan_mega1,2025-02-23,-161,3928,slorepo
kamata_maruhan_mega1,2025-02-24,-102,3783,slorepo
kamata_maruhan_mega1,2025-02-25,115,3407,slorepo
kamata_maruhan_mega1,2025-02-26,-95,2014,slorepo
kamata_maruhan_mega1,2025-02-27,-117,4943,slorepo
kamata_maruhan_mega1,2025-02-28,342,4019,slorepo
kamata_maruhan_mega1,2025-03-01,196,5676,slorepo
kamata_maruhan_mega1,2025-03-02,-348,3512,slorepo
kamata_maruhan_mega1,2025-03-03,129,5136,slorepo
kamata_maruhan_mega1,2025-03-04,6,2937,slorepo
kamata_maruhan_mega1,2025-03-05,8,3141,slorepo
kamata_maruhan_mega1,2025-03-06,17,2736,slorepo
kamata_maruhan_mega1,2025-03-07,124,5139,slorepo
kamata_maruhan_mega1,2025-03-08,335,5595,slorepo
kamata_maruhan_mega1,2025-03-09,554,5955,slorepo
kamata_maruhan_mega1,2025-03-10,471,5462,slorepo
kamata_maruhan_mega1,2025-03-11,291,4871,slorepo
kamata_maruhan_mega1,2025-03-12,106,3214,slorepo
kamata_maruhan_mega1,2025-03-13,43,4773,slorepo
kamata_maruhan_mega1,2025-03-14,77,3186,slorepo
kamata_maruhan_mega1,2025-03-15,146,5305,slorepo
kamata_maruhan_mega1,2025-03-16,6,3948,slorepo
kamata_maruhan_mega1,2025-03-17,-222,4863,slorepo
kamata_maruhan_mega1,2025-03-18,-34,2256,slorepo
kamata_maruhan_mega1,2025-03-19,11,2365,slorepo
kamata_maruhan_mega1,2025-03-20,-139,3970,slorepo
kamata_maruhan_mega1,2025-03-21,188,4367,slorepo
kamata_maruhan_mega1,2025-03-22,223,5787,slorepo
kamata_maruhan_mega1,2025-03-23,-261,3623,slorepo
kamata_maruhan_mega1,2025-03-24,57,2122,slorepo
kamata_maruhan_mega1,2025-03-25,-11,3211,slorepo
kamata_maruhan_mega1,2025-03-26,29,2228,slorepo
kamata_maruhan_mega1,2025-03-27,211,5019,slorepo
kamata_maruhan_mega1,2025-03-28,-181,2345,slorepo
kamata_maruhan_mega1,2025-03-29,70,4971,slorepo
kamata_maruhan_mega1,2025-03-30,-12,5451,slorepo
kamata_maruhan_mega1,2025-03-31,269,3908,slorepo
kamata_maruhan_mega1,2025-04-01,34,4301,slorepo
kamata_maruhan_mega1,2025-04-02,15,2428,slorepo
kamata_maruhan_mega1,2025-04-03,197,3632,slorepo
kamata_maruhan_mega1,2025-04-04,-92,4100,slorepo
kamata_maruhan_mega1,2025-04-05,-103,5423,slorepo
kamata_maruhan_mega1,2025-04-06,-164,4606,slorepo
kamata_maruhan_mega1,2025-04-07,115,4966,slorepo
kamata_maruhan_mega1,2025-04-08,196,3093,slorepo
kamata_maruhan_mega1,2025-04-09,379,5131,slorepo
kamata_maruhan_mega1,2025-04-10,233,4536,slorepo
kamata_maruhan_mega1,2025-04-11,525,4326,slorepo
kamata_maruhan_mega1,2025-04-12,-107,5604,slorepo
kamata_maruhan_mega1,2025-04-13,313,5370,slorepo
kamata_maruhan_mega1,2025-04-14,-84,2430,slorepo
kamata_maruhan_mega1,2025-04-15,-172,2843,slorepo
kamata_maruhan_mega1,2025-04-16,77,2476,slorepo
kamata_maruhan_mega1,2025-04-17,342,4641,slorepo
kamata_maruhan_mega1,2025-04-18,-55,2434,slorepo
kamata_maruhan_mega1,2025-04-19,21,5401,slorepo
kamata_maruhan_mega1,2025-04-20,-192,3672,slorepo
kamata_maruhan_mega1,2025-04-21,-106,3810,slorepo
kamata_maruhan_mega1,2025-04-22,132,4554,slorepo
kamata_maruhan_mega1,2025-04-23,82,2513,slorepo
kamata_maruhan_mega1,2025-04-24,-267,2221,slorepo
kamata_maruhan_mega1,2025-04-25,99,3311,slorepo
kamata_maruhan_mega1,2025-04-26,-28,5265,slorepo
kamata_maruhan_mega1,2025-04-27,-235,5631,slorepo
kamata_maruhan_mega1,2025-04-28,-111,3125,slorepo
kamata_maruhan_mega1,2025-04-29,-188,4152,slorepo
kamata_maruhan_mega1,2025-04-30,312,5450,slorepo
kamata_maruhan_mega1,2025-05-01,183,5365,slorepo
kamata_maruhan_mega1,2025-05-02,32,3112,slorepo
kamata_maruhan_mega1,2025-05-03,-48,5422,slorepo
kamata_maruhan_mega1,2025-05-04,-186,4124,slorepo
kamata_maruhan_mega1,2025-05-05,-114,5814,slorepo
kamata_maruhan_mega1,2025-05-06,3,3805,slorepo
kamata_maruhan_mega1,2025-05-07,139,4933,slorepo
kamata_maruhan_mega1,2025-05-08,144,3306,slorepo
kamata_maruhan_mega1,2025-05-09,188,5428,slorepo
kamata_maruhan_mega1,2025-05-10,373,5901,slorepo
kamata_maruhan_mega1,2025-05-11,55,5613,slorepo
kamata_maruhan_mega1,2025-05-12,-271,2985,slorepo
kamata_maruhan_mega1,2025-05-13,-42,3716,slorepo
kamata_maruhan_mega1,2025-05-14,-133,2828,slorepo
kamata_maruhan_mega1,2025-05-15,87,2889,slorepo
kamata_maruhan_mega1,2025-05-16,-99,2683,slorepo
kamata_maruhan_mega1,2025-05-17,27,5625,slorepo
kamata_maruhan_mega1,2025-05-18,-237,3967,slorepo
kamata_maruhan_mega1,2025-05-19,-113,2937,slorepo
kamata_maruhan_mega1,2025-05-20,-79,2983,slorepo
kamata_maruhan_mega1,2025-05-21,227,4085,slorepo
kamata_maruhan_mega1,2025-05-22,277,5548,slorepo
kamata_maruhan_mega1,2025-05-23,-69,3195,slorepo
kamata_maruhan_mega1,2025-05-24,-54,5653,slorepo
kamata_maruhan_mega1,2025-05-25,-310,4862,slorepo
kamata_maruhan_mega1,2025-05-26,-132,2735,slorepo
kamata_maruhan_mega1,2025-05-27,-118,5084,slorepo
kamata_maruhan_mega1,2025-05-28,61,2745,slorepo
kamata_maruhan_mega1,2025-05-29,-147,2761,slorepo
kamata_maruhan_mega1,2025-05-30,129,4885,slorepo
kamata_maruhan_mega1,2025-05-31,242,5376,slorepo
kamata_maruhan_mega1,2025-06-01,351,5469,slorepo
kamata_maruhan_mega1,2025-06-02,-110,2934,slorepo
kamata_maruhan_mega1,2025-06-03,-131,3671,slorepo
kamata_maruhan_mega1,2025-06-04,8,3287,slorepo
kamata_maruhan_mega1,2025-06-05,-72,3193,slorepo
kamata_maruhan_mega1,2025-06-06,265,5037,slorepo
kamata_maruhan_mega1,2025-06-07,67,5875,slorepo
kamata_maruhan_mega1,2025-06-08,-29,4303,slorepo
kamata_maruhan_mega1,2025-06-09,153,4788,slorepo
kamata_maruhan_mega1,2025-06-10,87,4903,slorepo
kamata_maruhan_mega1,2025-06-11,-279,4563,slorepo
kamata_maruhan_mega1,2025-06-12,-305,2587,slorepo
kamata_maruhan_mega1,2025-06-13,-58,4511,slorepo
kamata_maruhan_mega1,2025-06-14,28,5787,slorepo
kamata_maruhan_mega1,2025-06-15,-157,4438,slorepo
kamata_maruhan_mega1,2025-06-16,-291,3056,slorepo
kamata_maruhan_mega1,2025-06-17,-160,4992,slorepo
kamata_maruhan_mega1,2025-06-18,32,2942,slorepo
kamata_maruhan_mega1,2025-06-19,-216,2867,slorepo
kamata_maruhan_mega1,2025-06-20,-219,3575,slorepo
kamata_maruhan_mega1,2025-06-21,176,5816,slorepo
kamata_maruhan_mega1,2025-06-22,-13,5562,slorepo
kamata_maruhan_mega1,2025-06-23,54,2818,slorepo
kamata_maruhan_mega1,2025-06-24,3,2577,slorepo
kamata_maruhan_mega1,2025-06-25,-37,3223,slorepo
kamata_maruhan_mega1,2025-06-26,-214,2520,slorepo
kamata_maruhan_mega1,2025-06-27,36,5086,slorepo
kamata_maruhan_mega1,2025-06-28,-278,5203,slorepo
kamata_maruhan_mega1,2025-06-29,-270,4342,slorepo
kamata_maruhan_mega1,2025-06-30,250,4414,slorepo
kamata_maruhan_mega1,2025-07-01,171,4487,slorepo
kamata_maruhan_mega1,2025-07-02,-113,2910,slorepo
kamata_maruhan_mega1,2025-07-03,107,3423,slorepo
kamata_maruhan_mega1,2025-07-04,-172,2992,slorepo
kamata_maruhan_mega1,2025-07-05,94,5347,slorepo
kamata_maruhan_mega1,2025-07-06,-200,4497,slorepo
kamata_maruhan_mega1,2025-07-07,408,6590,slorepo
kamata_maruhan_mega1,2025-07-08,292,5317,slorepo
kamata_maruhan_mega1,2025-07-09,525,5478,slorepo
kamata_maruhan_mega1,2025-07-10,182,5033,slorepo
kamata_maruhan_mega1,2025-07-11,348,5007,slorepo
kamata_maruhan_mega1,2025-07-12,107,5861,slorepo
kamata_maruhan_mega1,2025-07-13,417,5433,slorepo
kamata_maruhan_mega1,2025-07-14,172,2942,slorepo
kamata_maruhan_mega1,2025-07-15,138,3202,slorepo
kamata_maruhan_mega1,2025-07-16,48,3434,slorepo
kamata_maruhan_mega1,2025-07-17,78,5052,slorepo
kamata_maruhan_mega1,2025-07-18,129,2339,slorepo
kamata_maruhan_mega1,2025-07-19,87,4914,slorepo
kamata_maruhan_mega1,2025-07-20,-106,4608,slorepo
kamata_maruhan_mega1,2025-07-21,274,5265,slorepo
kamata_maruhan_mega1,2025-07-22,125,4138,slorepo
kamata_maruhan_mega1,2025-07-23,104,2677,slorepo
kamata_maruhan_mega1,2025-07-24,77,2224,slorepo
kamata_maruhan_mega1,2025-07-25,350,4159,slorepo
kamata_maruhan_mega1,2025-07-26,34,4743,slorepo
kamata_maruhan_mega1,2025-07-27,444,5300,slorepo
kamata_maruhan_mega1,2025-07-28,-39,2639,slorepo
kamata_maruhan_mega1,2025-07-29,-4,2420,slorepo
kamata_maruhan_mega1,2025-07-30,186,4151,slorepo
kamata_maruhan_mega1,2025-07-31,189,3353,slorepo
kamata_maruhan_mega1,2025-08-01,551,4012,slorepo
kamata_maruhan_mega1,2025-08-02,92,5119,slorepo
kamata_maruhan_mega1,2025-08-03,17,4639,slorepo
kamata_maruhan_mega1,2025-08-04,156,2202,slorepo
kamata_maruhan_mega1,2025-08-05,50,2326,slorepo
kamata_maruhan_mega1,2025-08-06,92,2063,slorepo
kamata_maruhan_mega1,2025-08-07,118,4724,slorepo
kamata_maruhan_mega1,2025-08-08,-15,4021,slorepo
kamata_maruhan_mega1,2025-08-09,304,4989,slorepo
kamata_maruhan_mega1,2025-08-10,178,5756,slorepo
kamata_maruhan_mega1,2025-08-11,-394,4506,slorepo
kamata_maruhan_mega1,2025-08-12,-229,3257,slorepo
kamata_maruhan_mega1,2025-08-13,-193,3607,slorepo
kamata_maruhan_mega1,2025-08-14,20,2951,slorepo
kamata_maruhan_mega1,2025-08-15,-43,3991,slorepo
